iter	Passed	Remaining
1665	116791	23414
1666	116860	23344
1667	116933	23274
1668	117014	23206
1669	117101	23139
1670	117171	23069
1671	117248	23000
1672	117337	22934
1673	117433	22869
1674	117509	22800
1675	117592	22732
1676	117675	22664
1677	117753	22596
1678	117832	22527
1679	117936	22464
1680	118020	22396
1681	118086	22325
1682	118161	22256
1683	118216	22183
1684	118276	22111
1685	118349	22041
1686	118411	21969
1687	118479	21899
1688	118540	21827
1689	118635	21761
1690	118725	21694
1691	118799	21625
1692	118884	21557
1693	118956	21488
1694	119035	21419
1695	119116	21351
1696	119191	21281
1697	119274	21213
1698	119365	21147
1699	119434	21076
1700	119511	21007
1701	119587	20938
1702	119660	20868
1703	119732	20798
1704	119817	20730
1705	119898	20662
1706	119987	20595
1707	120092	20530
1708	120194	20466
1709	120306	20402
1710	120382	20333
1711	120473	20266
1712	120563	20199
1713	120657	20133
1714	120791	20073
1715	120907	20010
1716	120996	19942
1717	121091	19876
1718	121191	19810
1719	121273	19742
1720	121378	19677
1721	121478	19611
1722	121549	19541
1723	121650	19475
1724	121741	19408
1725	121819	19338
1726	121904	19270
1727	121970	19199
1728	122040	19128
1729	122122	19059
1730	122220	18993
1731	122305	18924
1732	122372	18853
1733	122519	18794
1734	122600	18725
1735	122681	18656
1736	122758	18586
1737	122834	18517
1738	122923	18449
1739	122991	18378
1740	123085	18310
1741	123163	18241
1742	123237	18171
1743	123297	18098
1744	123375	18029
1745	123462	17960
1746	123534	17890
1747	123615	17821
1748	123700	17752
1749	123771	17681
1750	123839	17610
1751	123896	17537
1752	123961	17466
1753	124046	17397
1754	124116	17326
1755	124195	17257
1756	124259	17185
1757	124343	17116
1758	124437	17049
1759	124519	16979
1760	124606	16911
1761	124721	16846
1762	124816	16779
1763	124911	16711
1764	125012	16644
1765	125094	16575
1766	125188	16507
1767	125261	16437
1768	125337	16366
1769	125405	16295
1770	125480	16225
1771	125571	16157
1772	125658	16088
1773	125736	16018
1774	125811	15947
1775	125893	15878
1776	125980	15809
1777	126057	15739
1778	126134	15669
1779	126195	15597
1780	126274	15527
1781	126358	15458
1782	126428	15386
1783	126511	15317
1784	126588	15247
1785	126682	15179
1786	126762	15109
1787	126844	15039
1788	126920	14969
1789	127022	14902
1790	127114	14833
1791	127196	14763
1792	127282	14694
1793	127367	14625
1794	127453	14556
1795	127586	14492
1796	127684	14424
1797	127777	14355
1798	127859	14285
1799	127934	14214
1800	128014	14144
1801	128076	14072
1802	128141	14001
1803	128224	13931
1804	128316	13862
1805	128394	13792
1806	128478	13722
1807	128550	13651
1808	128620	13580
1809	128687	13508
1810	128749	13436
1811	128845	13368
1812	128950	13300
1813	129062	13233
1814	129162	13165
1815	129258	13096
1816	129370	13029
1817	129499	12964
1818	129610	12896
1819	129709	12828
1820	129830	12762
1821	129955	12695
1822	130054	12627
1823	130146	12557
1824	130260	12490
1825	130368	12422
1826	130481	12355
1827	130609	12289
1828	130743	12223
1829	130851	12155
1830	130976	12089
1831	131094	12021
1832	131217	11954
1833	131325	11886
1834	131443	11819
1835	131552	11750
1836	131671	11683
1837	131782	11615
1838	131878	11545
1839	131995	11477
1840	132093	11408
1841	132233	11342
1842	132343	11274
1843	132444	11204
1844	132609	11140
1845	132715	11071
1846	132845	11004
1847	132943	10934
1848	133068	10867
1849	133190	10799
1850	133288	10729
1851	133396	10660
1852	133495	10590
1853	133604	10521
1854	133710	10451
1855	133804	10381
1856	133923	10312
1857	134031	10243
1858	134146	10174
1859	134252	10105
1860	134375	10036
1861	134479	9966
1862	134588	9897
1863	134701	9828
1864	134817	9758
1865	134930	9689
1866	135036	9619
1867	135139	9549
1868	135232	9478
1869	135361	9410
1870	135472	9340
1871	135576	9270
1872	135663	9198
1873	135765	9128
1874	135854	9056
1875	135940	8985
1876	136042	8914
1877	136159	8845
1878	136264	8774
1879	136401	8706
1880	136508	8636
1881	136614	8565
1882	136732	8495
1883	136832	8424
1884	136922	8353
1885	137067	8285
1886	137205	8216
1887	137344	8147
1888	137484	8078
1889	137639	8010
1890	137781	7941
1891	137952	7874
1892	138121	7807
1893	138300	7740
1894	138443	7670
1895	138537	7599
1896	138662	7528
1897	138762	7457
1898	138863	7385
1899	138968	7314
1900	139081	7243
1901	139192	7171
1902	139330	7101
1903	139468	7032
1904	139580	6960
1905	139701	6889
1906	139857	6820
1907	139974	6749
1908	140104	6678
1909	140231	6607
1910	140378	6537
1911	140661	6473
1912	140777	6402
1913	140939	6332
1914	141032	6259
1915	141127	6187
1916	141271	6116
1917	141370	6043
1918	141481	5971
1919	141603	5900
1920	141724	5828
1921	141851	5756
1922	141980	5685
1923	142101	5613
1924	142193	5540
1925	142326	5468
1926	142438	5395
1927	142564	5323
1928	142672	5251
1929	142818	5179
1930	142934	5107
1931	143023	5033
1932	143132	4961
1933	143313	4890
1934	143427	4817
1935	143535	4744
1936	143671	4672
1937	143770	4599
1938	143885	4526
1939	144000	4453
1940	144105	4380
1941	144207	4306
1942	144320	4233
1943	144432	4160
1944	144546	4087
1945	144656	4014
1946	144750	3940
1947	144828	3866
1948	144894	3791
1949	144974	3717
1950	145063	3643
1951	145150	3569
1952	145217	3494
1953	145295	3420
1954	145396	3346
1955	145477	3272
1956	145567	3198
1957	145654	3124
1958	145748	3050
1959	145816	2975
1960	145899	2901
1961	145980	2827
1962	146059	2753
1963	146139	2678
1964	146214	2604
1965	146281	2529
1966	146375	2455
1967	146457	2381
1968	146549	2307
1969	146620	2232
1970	146716	2158
1971	146811	2084
1972	146907	2010
1973	147001	1936
1974	147078	1861
1975	147148	1787
1976	147236	1712
1977	147324	1638
1978	147394	1564
1979	147469	1489
1980	147547	1415
1981	147613	1340
1982	147698	1266
1983	147770	1191
1984	147853	1117
1985	147944	1042
1986	148031	968
1987	148106	894
1988	148193	819
1989	148275	745
1990	148369	670
1991	148431	596
1992	148521	521
1993	148606	447
1994	148693	372
1995	148781	298
1996	148863	223
1997	148944	149
1998	149011	74
1999	149103	0
